COUNTY_FULL,STATE_NAME,YEAR,UE_RATE
Pipestone County                ,Minnesota,2001,
Winona County                   ,Minnesota,2001,
Nicollet County                 ,Minnesota,2001,
Wilkin County                   ,Minnesota,2001,
Wadena County                   ,Minnesota,2001,
McLeod County                   ,Minnesota,2001,
Marshall County                 ,Minnesota,2001,
Wright County                   ,Minnesota,2001,
Mower County                    ,Minnesota,2001,
Wabasha County                  ,Minnesota,2001,
Polk County                     ,Minnesota,2001,
Ramsey County                   ,Minnesota,2001,
Roseau County                   ,Minnesota,2001,
Pope County                     ,Minnesota,2001,
Mille Lacs County               ,Minnesota,2001,
Washington County               ,Minnesota,2001,
Renville County                 ,Minnesota,2001,
Scott County                    ,Minnesota,2001,
Olmsted County,Minnesota,2001,
Sibley County                   ,Minnesota,2001,
